,org_id,nimi,registrikood,maakond,maakond_kood,kov,kov_kood,kaart_laius,kaart_pikkus
503,622,Järvamaa Saalihokiklubi,80249481,Järvamaa,52,Paide,567,58.890951596226,25.712555887463
504,4058,Järvamaa Spordiliit,80057126,Järvamaa,52,Paide,567,58.886381247386,25.564899402294
505,2053,Järveotsa Gümnaasiumi Spordiklubi,80010165,Harjumaa,37,Tallinn,784,59.409628736355,24.639898699929
506,4980,Jäähoki Harrastajate Klubi Barsy,80358224,Ida-Virumaa,45,Kohtla-Järve,321,59.406082077692,27.287234693712
507,6238,Jäähokiklubi Narva PSK,80422324,Ida-Virumaa,45,Narva,511,59.364421839917,28.183196648439
508,5976,Jödö MTÜ,80397129,Harjumaa,37,Tallinn,784,59.411562228656,24.674410889215
509,449,K-klubi,80144658,Tartumaa,79,Tartu linn,793,58.363094298639,26.690120665312
510,2063,K.K.Keegliklubi Reval,80017747,Harjumaa,37,Tallinn,784,59.418448232435,24.738876550386
511,3868,Kaarma Motospordi Klubi,80317780,Saaremaa,74,Saaremaa,714,58.291175753127,22.541455589707
512,7111,"Kaasav Tantsu ühendus ""Avatud Lava""",80563059,Harjumaa,37,Tallinn,784,59.409923652717,24.704367682781
513,139,Kabala Kultuuri ja Spordi Selts,80136162,Järvamaa,52,Türi,834,58.691672656782,25.63483126292
514,1344,Kabeklubi Into,80162716,Ida-Virumaa,45,Jõhvi,251,59.360145187924,27.426678905019
515,1358,Kabeklubi Tamka,80145830,Ida-Virumaa,45,Kohtla-Järve,321,59.333092316905,27.42025845661
516,6358,Kadi Võimlejad MTÜ,80423861,Raplamaa,71,Rapla,668,58.99686989109,24.793209915544
517,1809,Kadrioru Maleklubi,80106669,Harjumaa,37,Tallinn,784,59.428083739535,24.621031771217
518,4180,Kadrioru Tenniseklubi,80328938,Harjumaa,37,Tallinn,784,59.43602013999,24.787815540641
519,4187,Kadrioru Tennisekooli Ühing,80329398,Harjumaa,37,Tallinn,784,59.43602013999,24.787815540641
520,3624,Kaevuri Maja MTÜ,80289865,Ida-Virumaa,45,Jõhvi,251,59.334462243295,27.380194443694
521,30,Kagu Motoklubi,80139736,Põlvamaa,64,Räpina,708,58.097238356302,27.464787902043
522,6266,Kagu Vibuklubi,80411349,Põlvamaa,64,Põlva,622,58.174568485067,26.937887572961
523,1810,Kaido Külaotsa Malekool,80220313,Harjumaa,37,Tallinn,784,6.5709715223463,20.776128786941
524,1811,Kaitsejõudude Spordiklubi,80079872,Harjumaa,37,Tallinn,784,59.432676858423,24.750652173328
525,1600,Kaitseliidu Laskespordiklubi MäLK,80154310,Harjumaa,37,Saku,719,59.336660118787,24.692337615321
526,938,Kaiu Laskurklubi,80075348,Raplamaa,71,Rapla,668,59.014111236398,25.047779188305
527,968,Kaiu Spordiklubi,80227172,Raplamaa,71,Rapla,668,59.013691887167,25.057425003373
528,6628,Kalastusspordiklubi Swanline,80561907,Harjumaa,37,Anija,141,59.35584857283,25.37559339051
529,2111,Kalevi Jahtklubi,80075242,Harjumaa,37,Tallinn,784,59.46537601033,24.830110864305
530,6227,Kambja Maadlusklubi Englas,80422942,Tartumaa,79,Kambja,283,58.235861236807,26.693130516565
531,1852,Karate-do Klubi Nüke,80060826,Harjumaa,37,Tallinn,784,59.432282041524,24.790772146996
532,1015,Karateklubi Corpore,80065781,Pärnumaa,68,Pärnu,624,58.36917392762,24.541642406393
533,383,Karateklubi Falco,80068555,Tartumaa,79,Tartu linn,793,58.36997210776,26.718239622818
534,1812,Karateklubi IVL,80079470,Harjumaa,37,Tallinn,784,59.372957510164,24.667722087064
535,2148,Karateklubi Kimura Shukokai,80118307,Harjumaa,37,Tallinn,784,59.382918904695,24.672001184249
536,3875,Karateklubi Osanago,80318549,Harjumaa,37,Tallinn,784,59.429166980969,24.791054566713
537,2312,Karateklubi Tengu,80231736,Harjumaa,37,Tallinn,784,59.428375241613,24.752321157608
538,106,Karateklubi Täht,80052940,Järvamaa,52,Paide,567,58.888586426758,25.571665170397
539,990,Karateklubi ZEN,80024475,Pärnumaa,68,Pärnu,624,58.356867519566,24.565608456788
540,6151,Kareda Taktikalise Tegevuse Liit,80394303,Järvamaa,52,Järva,255,58.944196726174,25.835227454672
541,5851,Karjus Racing MTÜ,80395066,Harjumaa,37,Tallinn,784,59.439810269024,24.778424304706
542,204,Karksi-Nuia Rattaklubi,80094765,Viljandimaa,84,Mulgi,480,58.105337049916,25.544864460522
543,1815,Karl Lemani Poksiklubi,80040433,Harjumaa,37,Tallinn,784,59.412771349659,24.704136829406
544,7139,Kart Specialists Group OÜ,12900855,Harjumaa,37,Saku,719,59.307149437328,24.670296086926
545,7710,Kaspo Service OÜ,14015235,Pärnumaa,68,Tori,809,58.431018532419,24.493320433474
546,7610,Kata Spordiklubi MTÜ,80606509,Ida-Virumaa,45,Lüganuse,442,59.35677314835,26.966663713875
547,4384,Katleri Shogen Club,80339037,Harjumaa,37,Tallinn,784,59.431514371733,24.808210592867
548,1816,Katleri Taekwondoklubi,80081061,Harjumaa,37,Tallinn,784,59.444655845072,24.704150701866
549,7286,Kayak Realm Sports Club MTÜ,80593669,Harjumaa,37,Rae,653,59.376291358225,24.9408407401
550,6831,Keegliklubi 9PIN,80568625,Harjumaa,37,Tallinn,784,59.411224815176,24.671721206262
551,2127,Keegliklubi Killuke,80088799,Harjumaa,37,Tallinn,784,59.403055426581,24.6687723823
552,2119,Keegliklubi Pinpin,80081047,Harjumaa,37,Tallinn,784,59.407196379064,24.709134285292
553,1716,Keegliklubi Tallinn,80230174,Harjumaa,37,Viimsi,890,59.526414734829,24.800734460849
554,4098,Kehala MTÜ,80313183,Lääne-Virumaa,60,Vinni,901,59.270138734819,26.473243512732
555,7408,Kehale Pai OÜ,14774567,Võrumaa,87,Võru vald,917,57.850432962099,26.866272038986
556,1480,Kehra Korvpalliklubi,80048439,Harjumaa,37,Anija,141,59.329933326611,25.331951041895
557,2776,Keila Jahiselts,80017032,Harjumaa,37,Lääne-Harju,431,59.350055902306,24.256086643198
558,1520,Keila Maleklubi,80074277,Harjumaa,37,Keila,296,59.30244195055,24.429244288033
559,1549,Keila Mudellennu Klubi,80100738,Harjumaa,37,Lääne-Harju,431,59.321900631925,24.405437525173
560,1411,Keila Võrkpalliklubi,80039252,Harjumaa,37,Keila,296,59.310097095728,24.421536041501
561,4226,Keila Võrkpallikool,80333980,Harjumaa,37,Keila,296,59.312966691105,24.416316144844
562,6593,Kelgukoerte Klubi Baltosport,80340371,Raplamaa,71,Kehtna,293,58.897601883529,24.851734369039
563,5292,Kelly & Henry Sildaru Suusaklubi,80371348,Harjumaa,37,Tallinn,784,59.408528851766,24.670464889192
564,1261,Keon Spordiklubi,80218322,Ida-Virumaa,45,Narva,511,59.365385792322,28.196570218534
565,1652,Kergejõustikuklubi Eha,80196218,Harjumaa,37,Viimsi,890,59.49940627224,24.837458797871
566,125,Kergejõustikuklubi Järvala,80092766,Järvamaa,52,Türi,834,58.819170284827,25.410671907963
567,1328,Kergejõustikuklubi Kalev-Sillamäe,80152089,Ida-Virumaa,45,Sillamäe,736,59.393811791584,27.772180792354
568,1581,Kergejõustikuklubi Kose 2000,80133933,Harjumaa,37,Kose,338,59.185444016073,25.160879520427
569,713,Kergejõustikuklubi Saare,80002958,Saaremaa,74,Saaremaa,714,58.258620861376,22.486822146531
570,1476,Kergejõustikuklubi T I P P,80043489,Harjumaa,37,Keila,296,59.313599531274,24.420518524806
571,1183,Kergejõustikuklubi Visa,80045169,Ida-Virumaa,45,Jõhvi,251,59.351774288262,27.414528459327
572,2871,Kestvusspordiklubi,80261223,Harjumaa,37,Tallinn,784,59.373033117928,24.676512476232
573,4832,KF Suusaklubi,80351392,Lääne-Virumaa,60,Rakvere linn,663,59.330865642481,26.349394999951
574,4906,Kiili Jahilaskespordiklubi,80352606,Harjumaa,37,Rae,653,59.296776007943,24.919335483967
575,1489,Kiili Spordiklubi,80052034,Harjumaa,37,Kiili,305,59.303051735931,24.838109247533
576,1628,Kiili Sulgpalliklubi MTÜ,80242875,Harjumaa,37,Kiili,305,59.299588625586,24.859263602228
577,7931,Kiira Tennisekarjääri Toetus MTÜ,80627233,Harjumaa,37,Viimsi,890,59.51426013363,24.832442898001
578,2766,Kiired ja Õlised Selts,80254111,Läänemaa,56,Haapsalu,184,58.956808349335,23.612875115705
579,1027,Kilingi-Nõmme Võimlemisklubi Githa,80073817,Pärnumaa,68,Saarde,712,58.150638829085,24.952189669125
580,7995,Kivi Climbing OÜ,16109058,Harjumaa,37,Tallinn,784,59.404629307544,24.734422483243
581,7782,Kivi Ronimisklubi,80615951,Harjumaa,37,Tallinn,784,59.404629307544,24.734422483243
582,5266,Kiviõli Poksiklubi,80368211,Ida-Virumaa,45,Lüganuse,442,59.360439578135,26.980788462303
583,1307,Kiviõli Suusaklubi,80175417,Ida-Virumaa,45,Lüganuse,442,59.361382671671,26.787057381328
584,6244,Klubi Cycling Tartu,80425720,Tartumaa,79,Tartu linn,793,58.388554845105,26.722885275886
585,2264,Klubi Golden Lotus,80216033,Harjumaa,37,Tallinn,784,59.444688585934,24.901460770012
586,1854,Klubi Lastesport,80184304,Harjumaa,37,Jõelähtme,245,59.43425907293,24.945500943386
587,1039,Klubi Püha Loomaaed,80090307,Pärnumaa,68,Pärnu,624,58.4064606345,24.5122371906
588,2060,Klubi Tajask,80014080,Harjumaa,37,Tallinn,784,59.441927624646,24.805974866781
589,360,Klubi Tartu Maraton,80037038,Tartumaa,79,Tartu linn,793,58.388241630607,26.702806254376
590,1855,Klubi TC Avantage,80157454,Harjumaa,37,Tallinn,784,59.429166980969,24.791054566713
591,2298,Klubi TOP Tennis Team,80116018,Harjumaa,37,Tallinn,784,59.450148051858,24.857271251204
592,7189,KM Laskespordiklubi,80584156,Harjumaa,37,Kose,338,59.170356676541,25.208788205409
593,6319,KMG - Krav Maga Global Eesti MTÜ,80417620,Harjumaa,37,Tallinn,784,59.426973544507,24.700534807022
594,7153,Koala Climbing OÜ,14851279,Harjumaa,37,Tallinn,784,59.431504993098,24.754097838075
595,7719,Koala Huviklubi MTÜ,80616494,Harjumaa,37,Tallinn,784,59.431504993098,24.754097838075
596,1607,Kodukandiliikumise- ja ratsaspordiklubi Lagedi Kanged Kargajad,80173973,Harjumaa,37,Rae,653,59.407835034237,24.944857285981
597,100,Koeru Spordiklubi,80031471,Järvamaa,52,Järva,255,58.962328625953,26.024904776006
598,973,Kohila Motospordi Klubi,80249245,Raplamaa,71,Kohila,317,59.169013189966,24.738626408009
599,962,Kohila Spordiklubi,80192278,Raplamaa,71,Kohila,317,59.168173625026,24.755452736325
600,7769,Kohila Taipoksi klubi,80615031,Raplamaa,71,Kohila,317,59.175035308466,24.653102431882
601,944,Kohila Võrkpalliklubi,80106793,Raplamaa,71,Kohila,317,59.168173625026,24.755452736325
602,1217,Kohtla Valla Spordiklubi,80076388,Ida-Virumaa,45,Toila,803,59.409582523699,27.306585781189
603,1168,Kohtla-Järve FC Järve,80029957,Ida-Virumaa,45,Kohtla-Järve,321,59.39679094882,27.257262362863
604,1311,Kohtla-Järve Hokiveteranide Klubi,80176061,Ida-Virumaa,45,Kohtla-Järve,321,59.409055168199,27.285387977672
605,1157,Kohtla-järve Jalgpalliklubi Fc Lootus Jalgpallikool Järve MTÜ,80016009,Ida-Virumaa,45,Kohtla-Järve,321,59.396708991501,27.278280295186
606,6824,Kohtla-Järve Jalgpallikool FC Storm,80571099,Ida-Virumaa,45,Kohtla-Järve,321,59.398534051815,27.280151424693
607,1158,Kohtla-Järve Kergejôustikuklubi Atleetika,80021134,Ida-Virumaa,45,Kohtla-Järve,321,59.406223936121,27.292210665013
608,1169,Kohtla-Järve Spordihuvi Klubi,80033031,Ida-Virumaa,45,Kohtla-Järve,321,59.396708991501,27.278280295186
609,1151,Kohtla-Järve Spordiklubi Eola,80008576,Ida-Virumaa,45,Kohtla-Järve,321,59.396708991501,27.278280295186
610,1310,Kohtla-Järve Spordiklubi KLEO,80175736,Ida-Virumaa,45,Kohtla-Järve,321,59.338163100735,27.416513727384
611,1232,Kohtla-Järve Spordiselts Kalev,80082561,Ida-Virumaa,45,Kohtla-Järve,321,59.396708991501,27.278280295186
612,1305,Kohtla-Järve Veespordiklubi,80170684,Ida-Virumaa,45,Kohtla-Järve,321,59.396708991501,27.278280295186
613,4460,Koigi Kergejõustikuklubi,80343760,Järvamaa,52,Järva,255,58.832030559162,25.756461842517
614,1426,Kolgaküla Spordiklubi Rada,80040812,Harjumaa,37,Kuusalu,353,59.528735728786,25.720669491211
615,3919,Kopteriklubi,80331219,Harjumaa,37,Kiili,305,59.298751807568,24.784763902948
616,1482,Koroonaklubi TIRTS,80048452,Harjumaa,37,Saku,719,59.304221800111,24.656579987538
617,1486,Koroonamänguklubi Kehra,80049322,Harjumaa,37,Anija,141,59.333102869083,25.341200739506
618,1478,Koroonamänguklubi Purekkari,80044827,Harjumaa,37,Loksa,424,59.574210123802,25.726299876283
619,4647,Kõrtsialuse Motoklubi,80343279,Lääne-Virumaa,60,Viru-Nigula,903,59.441060682952,26.859604303038
620,880,Korvpalliklubi B.C.Haljala,80137262,Lääne-Virumaa,60,Haljala,191,59.43487462829,26.262523147312
621,6412,Korvpalliklubi BASKET MTÜ,80429906,Harjumaa,37,Kose,338,59.19380480666,25.209442689669
622,1216,Korvpalliklubi Hito,80076158,Ida-Virumaa,45,Kohtla-Järve,321,59.396708991501,27.278280295186
623,5788,Korvpalliklubi Karud,80390216,Pärnumaa,68,Põhja-Pärnumaa,638,58.656811937346,25.053925336268
624,2085,Korvpalliklubi Meelis,80044974,Harjumaa,37,Harku,198,59.392967945843,24.43225165323
625,1750,Korvpalliklubi Paulus,80254708,Pärnumaa,68,Pärnu,624,58.381213361058,24.533674061839
626,76,Korvpalliklubi Puhhid,80109892,Harjumaa,37,Tallinn,784,59.420946464836,24.714971757777
627,1085,Korvpalliklubi Pärnu,80125744,Pärnumaa,68,Pärnu,624,58.378367683737,24.501890461204
628,6240,Korvpalliklubi Quercus,80423223,Viljandimaa,84,Viljandi linn,897,58.35571225501,25.584361966331
629,1820,Korvpalliklubi ReKo,80147728,Harjumaa,37,Tallinn,784,59.439572561236,24.711140669683
630,3302,Korvpalliklubi RIBI,80294626,Valgamaa,81,Otepää,557,58.055128876104,26.235984537366
631,3292,Korvpalliklubi Rõuge,80294211,Võrumaa,87,Rõuge,698,57.673746274877,27.085853452301
632,11,Korvpalliklubi Räpina Kotkad,80186602,Põlvamaa,64,Räpina,708,58.099335839916,27.467095991066
633,108,Korvpalliklubi Seitse,80056546,Järvamaa,52,Paide,567,58.88910978852,25.549530299908
634,7944,Korvpalliklubi Sokud,80629249,Harjumaa,37,Tallinn,784,59.427666907963,24.620317885827
635,351,Korvpalliklubi Taba 89,80019077,Tartumaa,79,Tartu linn,793,58.367189463779,26.736613761657
636,1606,Korvpalliklubi Viimsi,80174429,Harjumaa,37,Viimsi,890,59.496703081425,24.851152109155
637,3171,Kose Jahiselts,80085861,Harjumaa,37,Kose,338,59.21329511153,25.159916477521
638,7760,Kose Korvpalliklubi,80613544,Harjumaa,37,Kose,338,59.19371625173,25.158164835021
639,6287,Kose Male-kabeklubi,80412863,Harjumaa,37,Kose,338,59.186106941726,25.166088153795
640,7172,Kose-risti Spordi- Ja Vabaaja Keskus MTÜ,80582602,Harjumaa,37,Kose,338,59.170356676541,25.208788205409
641,7276,Krauman OÜ,14464513,Viljandimaa,84,Viljandi vald,899,58.387730842407,25.796229355663
642,7935,Kriimsilma Lahing MTÜ,80627919,Tartumaa,79,Tartu linn,793,58.389705503435,26.719072682562
643,5887,Kristina Koroljak Spordiklubi,80399329,Harjumaa,37,Tallinn,784,59.449609340079,24.887206652868
644,2002,Kristjan Palusalu Spordiklubi,80171690,Harjumaa,37,Tallinn,784,59.440187597543,24.574490213025
645,6616,KTL Racing Klubi,80559230,Harjumaa,37,Saku,719,59.315850219288,24.605465165542
646,830,Kullamaa Spordiklubi,80223352,Läänemaa,56,Lääne-Nigula,441,58.879373363115,24.078106832236
647,6919,Kulturismi- ja fitnessiklubi Tiim Go Fit,80572213,Pärnumaa,68,Pärnu,624,58.36603774391,24.54845730725
648,99,Kultuuri- ja Spordiklubi ALEM,80023073,Järvamaa,52,Türi,834,58.79167187782,25.427692993314
649,6619,Kupatama Motorsport MTÜ,80557107,Võrumaa,87,Rõuge,698,57.600654789316,27.228272437583
650,7461,Kurekera OÜ,14550508,Saaremaa,74,Saaremaa,714,58.460054442427,22.045364747408
651,753,Kuressaare Kesklinna Spordiklubi,80179303,Saaremaa,74,Saaremaa,714,58.259615208239,22.506226972983
652,723,Kuressaare Lauatenniseklubi TOPS,80065841,Saaremaa,74,Saaremaa,714,58.262395312914,22.491392475972
653,6921,Kuusalu Disc Golf MTÜ,80581896,Harjumaa,37,Kuusalu,353,59.446640798608,25.385220059612
654,6736,Kuusalu Jahtklubi,80560724,Harjumaa,37,Kuusalu,353,59.452966468224,25.351953372047
655,4670,Kuusalu Karate Kool,80345894,Harjumaa,37,Kuusalu,353,59.451269352576,25.382812548159
656,1522,Kuusalu Karateklubi,80075271,Harjumaa,37,Kuusalu,353,59.443580987652,25.431872767499
657,3681,Kuusalu Rattaklubi,80302821,Harjumaa,37,Kuusalu,353,59.447245532351,25.44398798997
658,1493,Kuusalu Spordiklubi,80052850,Harjumaa,37,Kuusalu,353,59.44296611185,25.436271238776
659,1509,Kuusalu Tenniseklubi,80064310,Harjumaa,37,Kuusalu,353,59.450635450527,25.419223326004
660,7101,Kühne + Nagel IT Service Centre AS,14270594,Harjumaa,37,Tallinn,784,59.422821337857,24.801597694442
661,679,Käina Spordiklubi,80027680,Hiiumaa,39,Hiiumaa,205,58.826896776938,22.779655523273
662,4432,Käsipalliklubi HC Tallinn,80335128,Harjumaa,37,Tallinn,784,59.431458292728,24.757713228541
663,558,Käsipalliklubi Käval,80093174,Valgamaa,81,Valga,857,57.776698951267,26.0581009733
664,7749,Käsipalliklubi Mella,80624921,Harjumaa,37,Tallinn,784,59.404160328013,24.685249237914
665,2142,Käsipalliklubi Oskar,80114226,Harjumaa,37,Tallinn,784,59.409762320254,24.708117392772
666,6442,Käsipallikohtunike Ühendus,80545073,Harjumaa,37,Tallinn,784,59.419057981977,24.739875762167
667,6949,La Spada Vehklemisklubi,80568482,Harjumaa,37,Tallinn,784,59.406030013227,24.708585227895
668,6144,Laagri Tennisekool MTÜ,80404355,Harjumaa,37,Saue,725,59.349444439431,24.621356275614
669,3130,Laekvere Jahimeeste Ühing,80181033,Lääne-Virumaa,60,Vinni,901,59.075989193257,26.566289170823
670,29,Laheda Spordiklubi,80214212,Põlvamaa,64,Põlva,622,57.972735356487,26.985436226004
671,2097,Langevarjuklubi Dropzone Eesti,80056380,Harjumaa,37,Tallinn,784,59.446184250024,24.875779772499
672,7180,Laskespordiklubi B.A.R.S.,80583659,Harjumaa,37,Tallinn,784,59.439689627209,24.820492548469
673,6026,Laskespordiklubi METAC,80401871,Võrumaa,87,Võru linn,919,57.849831687366,26.9895765578
674,6808,Laste- ja Noortekeskus Tuluke,80017533,Harjumaa,37,Tallinn,784,59.432367885285,24.824127307187
675,249,Lasva Tervisespordi Selts,80006040,Võrumaa,87,Võru vald,917,57.858067296423,27.167048259639
676,2273,Lauatenniseklubi Kalev,80100827,Harjumaa,37,Harku,198,59.437643454196,24.37322910634
677,3386,Lauatenniseklubi Pingpong,80291046,Harjumaa,37,Tallinn,784,59.474526946215,24.843156160285
678,7891,Laulasmaa Võrkpallikool,80623488,Harjumaa,37,Lääne-Harju,431,59.367748608376,24.250182180102
679,6634,Leader Muay Thai Klubi,80554008,Harjumaa,37,Tallinn,784,59.430918792279,24.865869038321
680,2113,Leegi Spordiklubi,80075710,Harjumaa,37,Tallinn,784,59.389255735664,24.694806606946
681,8028,Leevaku ratsaklubi,80632369,Põlvamaa,64,Räpina,708,58.090331317616,27.341721148824
682,7007,Leiger Racing MTÜ,80574235,Hiiumaa,39,Hiiumaa,205,58.772127949365,22.701439651508
683,7453,Lemon Gym OÜ,14091160,Harjumaa,37,Tallinn,784,59.443375132976,24.862989019888
684,1688,Lennuklubi Regalia Air,80239028,Harjumaa,37,Jõelähtme,245,59.406337401286,25.267401884812
685,805,Lihula Gümnaasiumi Spordiklubi,80100046,Pärnumaa,68,Lääneranna,430,58.68530461752,23.83908444578
686,815,Lihula valla Spordiklubi,80133399,Pärnumaa,68,Lääneranna,430,58.686676723641,23.835232453904
687,417,Liivimaa Ratsaklubi,80087647,Tartumaa,79,Tartu linn,793,58.348160513132,26.723856607539
688,5383,Liivimaa Rattaklubi,80378557,Harjumaa,37,Rae,653,59.360899506437,24.819240820689
689,85,Linnamäe Krossiklubi,80139338,Jõgevamaa,50,Jõgeva,247,58.744681261291,26.399389786242
690,3407,Loksa Laskespordiklubi Alpha-shot,80278525,Harjumaa,37,Maardu,446,59.47354804729,24.953637730222
691,2670,Loo Jalgpalliklubi,80155047,Harjumaa,37,Tallinn,784,59.451814537202,24.710711689604
692,494,Lõuna Politsei Spordiklubi,80200701,Tartumaa,79,Tartu linn,793,58.35974327167,26.687831936193
693,2802,Lõuna-Eesti Kalastajate Klubi,80219403,Tartumaa,79,Tartu linn,793,58.369286910376,26.722089326273
694,2816,Lõuna-Läänemaa Jalgpalliklubi,80267421,Pärnumaa,68,Lääneranna,430,58.688611302365,23.835351453565
695,2861,"Lõuna-Läänemaa Raskejõustikuklubi ""Leola""",80267160,Pärnumaa,68,Lääneranna,430,58.730850065055,23.683838509809
696,2116,LP Võimlemisklubi,80079458,Harjumaa,37,Tallinn,784,59.452000726539,24.712238523294
697,6285,Lume- Ja Veelauatiim MTÜ,80412797,Harjumaa,37,Saue,725,59.362440792017,24.611704837589
698,7076,Lurichi Maadlusklubi,80582996,Tartumaa,79,Kastre,291,58.315732451748,26.838157939222
699,632,Luunja Spordikool MTÜ,80244928,Tartumaa,79,Luunja,432,58.370541737591,26.86874884772
700,719,Lümanda Spordiselts Sport,80042627,Saaremaa,74,Saaremaa,714,58.285603084722,22.025224434243
701,4060,Lääne Maakonna Spordiliit Läänela,80092335,Läänemaa,56,Haapsalu,184,58.937491773079,23.541079890957
702,4059,Lääne-Virumaa Spordiliit,80069388,Lääne-Virumaa,60,Rakvere linn,663,59.344826615884,26.357934786893
703,841,Lääne-Virumaa Spordiveteranide Koondis,80033962,Lääne-Virumaa,60,Rakvere linn,663,59.336970623721,26.373286267229
704,2762,Läänemaa Jahindusklubi,80011207,Läänemaa,56,Haapsalu,184,58.934417528523,23.677572983177
705,3812,Läänemaa Jalgpalliklubi,80310938,Läänemaa,56,Haapsalu,184,58.933602282919,23.554210259707
706,794,Läänemaa Kergejõustikuklubi,80088629,Läänemaa,56,Haapsalu,184,58.937491773079,23.541079890957
707,3238,Läänemaa Koolispordi Liit,80053720,Läänemaa,56,Haapsalu,184,58.937491773079,23.541079890957
708,789,Läänemaa Orienteerumisklubi Okas,80070078,Läänemaa,56,Lääne-Nigula,441,58.96391137029,23.677044377773
709,2763,Läänemaa Ratsaspordi Klubi,80241781,Läänemaa,56,Haapsalu,184,58.888529646426,23.607687547608
710,5061,M-DOJO spordiklubi,80364070,Harjumaa,37,Maardu,446,59.489068961769,25.024248848706
711,5872,Ma ja Sa OÜ,12379594,Tartumaa,79,Tartu linn,793,,
712,5689,"Maadlusklubi ""Koosa""",80379410,Tartumaa,79,Peipsiääre,586,58.542847259585,27.018688916944
713,2151,Maadlusklubi Dünamo,80122817,Läänemaa,56,Haapsalu,184,58.945347258682,23.543766978002
714,935,Maadlusklubi Hammerlock,80059071,Raplamaa,71,Kehtna,293,58.929084173337,24.869332171118
715,323,Maadlusklubi Jaan,80112865,Tartumaa,79,Luunja,432,58.354832703712,26.87335244004
716,947,Maadlusklubi Juhan,80114568,Raplamaa,71,Märjamaa,502,58.90195676055,24.415603806738
717,143,Maadlusklubi Järvamaa Matimehed,80166097,Järvamaa,52,Järva,255,58.961454996404,26.027544881353
718,22,Maadlusklubi Lapiti,80093547,Põlvamaa,64,Põlva,622,58.053588423375,27.047761356366
719,1083,Maadlusklubi Leo,80138273,Pärnumaa,68,Pärnu,624,58.362951110078,24.614244773048
720,1830,Maadlusklubi Nelson,80115680,Harjumaa,37,Tallinn,784,59.417907642532,24.693139375101
721,1596,Maardu Allveeujumise klubi,80150179,Harjumaa,37,Maardu,446,59.486581577556,25.026362750075
722,1553,Maardu Lauatenniseklubi,80110814,Harjumaa,37,Maardu,446,59.478416253553,25.022399389235
723,7155,Maardu Purjespordikool,80589627,Harjumaa,37,Maardu,446,59.479241871063,25.028494726466
724,1582,Maardu Ujumisklubi,80136618,Harjumaa,37,Maardu,446,59.486581577556,25.026362750075
725,4416,Maare Sport MTÜ,80333543,Lääne-Virumaa,60,Rakvere linn,663,59.354382694275,26.354724238796
726,2065,Mahtra Kultuuri- ja Spordiklubi,80018637,Harjumaa,37,Tallinn,784,59.438545682533,24.876704524272
727,2109,Maitimi Spordiklubi,80074805,Harjumaa,37,Tallinn,784,59.434640804637,24.7291987171
728,982,Male-ja Spordiklubi Kasmar,80020212,Harjumaa,37,Tallinn,784,59.429085560045,24.765112501885
729,5380,Maleklubi Areng,80378362,Harjumaa,37,Tallinn,784,59.443688568359,24.877424032986
730,5011,Maleklubi Faalanks,80360669,Harjumaa,37,Tallinn,784,59.440850990447,24.764457199947
731,7419,Maleklubi Gambiit,80601334,Harjumaa,37,Tallinn,784,59.439543821705,24.748274632301
732,1438,Maleklubi Lootus,80258468,Ida-Virumaa,45,Lüganuse,442,59.361323449779,26.974017240399
733,1517,Maleklubi Olympic,80070925,Harjumaa,37,Loksa,424,59.5753,25.7161
734,6858,Maleklubi Vektor,80570415,Harjumaa,37,Tallinn,784,59.439267187503,24.766792784815
735,4601,Malekool 64,80339043,Harjumaa,37,Tallinn,784,59.43278450941,24.755060347936
736,5705,Manter MTÜ,80381507,Harjumaa,37,Tallinn,784,59.431170787046,24.728476421703
737,7337,Maria Eliise Kaljuvere Uisuklubi,80594769,Harjumaa,37,Tallinn,784,59.483169648105,24.883825392242
738,7372,Maria Tantsustuudio OÜ,14811305,Saaremaa,74,Saaremaa,714,58.252960887145,22.510587122271
739,7665,Markart Klubi Eesti,80611479,Harjumaa,37,Kiili,305,59.306373842749,24.832579039316
740,1802,Mart Poomi Jalgpallikool,80156182,Harjumaa,37,Tallinn,784,59.383355522781,24.71267806557
741,4637,Massu Ratsaklubi,80342175,Pärnumaa,68,Lääneranna,430,58.650972211218,23.61922525173
742,3192,Matkajuht OÜ,11278709,Põlvamaa,64,Põlva,622,58.062084724153,27.070709780399
743,19,Matkaklubi Lõunamatkad,80037744,Põlvamaa,64,Põlva,622,58.138621526892,27.011148288683
744,2765,Matkaklubi Muku,80225902,Hiiumaa,39,Hiiumaa,205,58.828734451764,22.781070245074
745,6446,Matkaklubi Tõll ja Piret,80431091,Saaremaa,74,Saaremaa,714,58.253314576106,22.484686461841
746,7853,Matkamise ja Mägironimise Edendamise Klubi,80233929,Harjumaa,37,Tallinn,784,59.444963483748,24.737111307331
747,3190,Matkasport OÜ,10042347,Harjumaa,37,Tallinn,784,59.417629678913,24.756002232704
748,6062,Matsi Tehnikaspordiklubi,80405142,Võrumaa,87,Rõuge,698,57.661609637368,26.696294115392
749,2149,Meisterujumise U-klubi,80119241,Harjumaa,37,Tallinn,784,59.38800677138,24.635706060269
750,7792,Merikas Saalihokiklubi,80616703,Saaremaa,74,Saaremaa,714,58.324214792765,22.025943766915
751,6389,Merisalu Spordiklubi MTÜ,80426552,Tartumaa,79,Nõo,528,58.271945809303,26.531615716002
752,6145,Mertul OÜ,12181627,Harjumaa,37,Tallinn,784,,
